id,i_no,material_code,name,unit,i_qty,i_date,post_date,stor_loct,desc,bulan,no_unit,nama_unit,kelompok_unit,biaya_bbm
6146,2024120798,61000043,MINYAK SOLAR,LTR,55,2024-12-03,2024-12-03,CPO RM S/L,U/ BBM-Mobil Hilux KB 8625 VB,2024-12-31,KB 8625 VB,Mobil KB 8625 VB,Mobil,598929.1159360457
6147,2024120796,61000043,MINYAK SOLAR,LTR,45,2024-12-03,2024-12-03,CPO RM S/L,u/ BBM- Mobil  KB 8418 VA Hilu,2024-12-31,KB 8418 VA,Mobil KB 8418 VA,Mobil,490032.9130385828
6148,2024120794,61000043,MINYAK SOLAR,LTR,66,2024-12-03,2024-12-03,CPO RM S/L,u/ BBM - BIS KB 7015 V SEKOLAH,2024-12-31,KB 7015 V,Mobil KB 7015 V,Mobil,718714.9391232547
6149,2024120793,61000043,MINYAK SOLAR,LTR,55,2024-12-03,2024-12-03,CPO RM S/L,u/ BBM- Mobil Hilux SC KB 8461,2024-12-31,KB 8461 VB,Mobil KB 8461 VB,Mobil,598929.1159360457
6150,2024120792,61000043,MINYAK SOLAR,LTR,60,2024-12-03,2024-12-03,CPO RM S/L,u/ BBM- Compactor 04 SAKAI ,2024-12-31,CP 04,Compactor 04,Compactor,653377.217384777
6151,2024120791,61000043,MINYAK SOLAR,LTR,220,2024-12-03,2024-12-03,CPO RM S/L,u/ BBM- Excavator 07 CAT,2024-12-31,Exca 07,Excavator 07,Excavator,2395716.4637441826
6152,2024120790,61000043,MINYAK SOLAR,LTR,140,2024-12-03,2024-12-03,CPO RM S/L,u/ BBM- Motor Greader 04 CAT,2024-12-31,MG 04,Motor Greader 04,Motor Greader,1524546.8405644798
6153,2024120789,61000043,MINYAK SOLAR,LTR,150,2024-12-03,2024-12-03,CPO RM S/L,u/ BBM- EXCAVATOR 24 CAT,2024-12-31,Exca 24,Excavator 24,Excavator,1633443.0434619426
6154,2024120788,61000043,MINYAK SOLAR,LTR,100,2024-12-03,2024-12-03,CPO RM S/L,u/ BBM- Compactor  02 CAT,2024-12-31,CP 02,Compactor 02,Compactor,1088962.0289746283
6155,2024120787,61000043,MINYAK SOLAR,LTR,150,2024-12-03,2024-12-03,CPO RM S/L,u/ BBM- Excavator  04 CAT,2024-12-31,Exca 04,Excavator 04,Excavator,1633443.0434619426
6156,2024120786,61000043,MINYAK SOLAR,LTR,120,2024-12-03,2024-12-03,CPO RM S/L,u/ BBM- Motor Greader 06 CAT,2024-12-31,MG 06,Motor Greader 06,Motor Greader,1306754.434769554
6157,2024120785,61000043,MINYAK SOLAR,LTR,30,2024-12-03,2024-12-03,CPO RM S/L,u/ BBM -DT 43 KB 8415 VB Mitsu,2024-12-31,DT 43,Dump Truck 43,Dump Truck,326688.6086923885
6158,2024120784,61000043,MINYAK SOLAR,LTR,65,2024-12-03,2024-12-03,CPO RM S/L,u/ BBM- DT 20 KB 8048 VB Cante,2024-12-31,DT 20,Dump Truck 20,Dump Truck,707825.3188335085
6159,2024120783,61000043,MINYAK SOLAR,LTR,36,2024-12-03,2024-12-03,CPO RM S/L,u/ BBM- DT 22 KB 8049 VA Cante,2024-12-31,DT 22,Dump Truck 22,Dump Truck,392026.3304308662
6160,2024120782,61000043,MINYAK SOLAR,LTR,30,2024-12-03,2024-12-03,CPO RM S/L,u/ BBM -DT 31 KB 8316 VB Mitsu,2024-12-31,DT 31,Dump Truck 31,Dump Truck,326688.6086923885
6161,2024120781,61000043,MINYAK SOLAR,LTR,81,2024-12-03,2024-12-03,CPO RM S/L,u/ BBM -DT VL 48 KB 8059 VB,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,882059.243469449
6162,2024120780,61000043,MINYAK SOLAR,LTR,35,2024-12-03,2024-12-03,CPO RM S/L,u/ BBM -DT VL 52 KB 8152 VB,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,381136.71014112
6163,2024120779,61000043,MINYAK SOLAR,LTR,48,2024-12-03,2024-12-03,CPO RM S/L,u/ BBM -DT VL 49 KB 8058 VB,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,522701.7739078216
6164,2024120778,61000043,MINYAK SOLAR,LTR,36,2024-12-03,2024-12-03,CPO RM S/L,u/ BBM -DT VL 56 KB 8156 VB ,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,392026.3304308662
6165,2024120777,61000043,MINYAK SOLAR,LTR,26,2024-12-03,2024-12-03,CPO RM S/L,u/ BBM -DT VL 51 KB 1738 XY,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,283130.1275334034
6166,2024120776,61000043,MINYAK SOLAR,LTR,56,2024-12-03,2024-12-03,CPO RM S/L,u/ BBM -DT VL 54 KB 8159 VB,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,609818.736225792
6167,2024120775,61000043,MINYAK SOLAR,LTR,45,2024-12-03,2024-12-03,CPO RM S/L,U/ BBM-Mobil KB 8626 VB DIRUT,2024-12-31,KB 8626 VB,Mobil KB 8626 VB,Mobil,490032.9130385828
6168,2024120774,61000043,MINYAK SOLAR,LTR,55,2024-12-03,2024-12-03,CPO RM S/L,U/ BBM-Mobil Hilux KB 8476 VB,2024-12-31,KB 8476 VB,Mobil KB 8476 VB,Mobil,598929.1159360457
6169,2024120772,61000043,MINYAK SOLAR,LTR,75,2024-12-02,2024-12-02,CPO RM S/L,U/ BBM-Mobil Hilux KB 8324 VA,2024-12-31,KB 8324 VB,Mobil KB 8324 VB,Mobil,816721.5217309713
6170,2024120771,61000043,MINYAK SOLAR,LTR,55,2024-12-02,2024-12-02,CPO RM S/L,U/ BBM-Mobil Hilux KB 8167 VB,2024-12-31,KB 8167 VB,Mobil KB 8167 VB,Mobil,598929.1159360457
6171,2024120770,61000043,MINYAK SOLAR,LTR,100,2024-12-02,2024-12-02,CPO RM S/L,U/BBM-WHEEL LOADER-01 PKS CAT,2024-12-31,WL 01,Wheel Loader 01,Wheel Loader,1088962.0289746283
6172,2024120769,61000043,MINYAK SOLAR,LTR,50,2024-12-02,2024-12-02,CPO RM S/L,u/ BBM -DT 31 KB 8316 VB Mitsu,2024-12-31,DT 31,Dump Truck 31,Dump Truck,544481.0144873143
6173,2024120768,61000043,MINYAK SOLAR,LTR,46,2024-12-02,2024-12-02,CPO RM S/L,u/ BBM -DT 32 KB 8318 VB Mitsu,2024-12-31,DT 32,Dump Truck 32,Dump Truck,500922.5333283291
6174,2024120767,61000043,MINYAK SOLAR,LTR,46,2024-12-02,2024-12-02,CPO RM S/L,u/ BBM -DT 30  KB 8314 VB Mits,2024-12-31,DT 30,Dump Truck 30,Dump Truck,500922.5333283291
6175,2024120766,61000043,MINYAK SOLAR,LTR,38,2024-12-02,2024-12-02,CPO RM S/L,u/ BBM -DT 44 KB 8416 VB Mitsu,2024-12-31,DT 44,Dump Truck 44,Dump Truck,413805.5710103588
6176,2024120765,61000043,MINYAK SOLAR,LTR,48,2024-12-02,2024-12-02,CPO RM S/L,u/ BBM -DT 37 KB 8411 VB Mitsu,2024-12-31,DT 37,Dump Truck 37,Dump Truck,522701.7739078216
6177,2024120764,61000043,MINYAK SOLAR,LTR,85,2024-12-02,2024-12-02,CPO RM S/L,u/ BBM -DT 42 KB 8414 Mitsubis,2024-12-31,DT 42,Dump Truck 42,Dump Truck,925617.7246284342
6178,2024120763,61000043,MINYAK SOLAR,LTR,55,2024-12-02,2024-12-02,CPO RM S/L,u/ BBM -DT 43 KB 8415 VB Mitsu,2024-12-31,DT 43,Dump Truck 43,Dump Truck,598929.1159360457
6179,2024120762,61000043,MINYAK SOLAR,LTR,40,2024-12-02,2024-12-02,CPO RM S/L,u/ BBM -DT 27 KB 8313 VB Mitsu,2024-12-31,DT 27,Dump Truck 27,Dump Truck,435584.8115898514
6180,2024120736,61000043,MINYAK SOLAR,LTR,100,2024-12-02,2024-12-02,CPO RM S/L,u/ BBM- Backhoe Loader 06 JCB,2024-12-31,BL 06,Backho Loader 06,Backho Loader,1088962.0289746283
6181,2024120735,61000043,MINYAK SOLAR,LTR,65,2024-12-02,2024-12-02,CPO RM S/L,U/ BBM-Mobil Hilux KB 8419 VB,2024-12-31,KB 8419 VA,Mobil KB 8419 VA,Mobil,707825.3188335085
6182,2024120734,61000043,MINYAK SOLAR,LTR,130,2024-12-02,2024-12-02,CPO RM S/L,u/ BBM- Motor Greader 04 CAT,2024-12-31,MG 04,Motor Greader 04,Motor Greader,1415650.637667017
6183,2024120733,61000043,MINYAK SOLAR,LTR,250,2024-12-02,2024-12-02,CPO RM S/L,u/ BBM- Excavator 05 CAT,2024-12-31,Exca 05,Excavator 05,Excavator,2722405.072436571
6184,2024120732,61000043,MINYAK SOLAR,LTR,100,2024-12-02,2024-12-02,CPO RM S/L,u/ BBM- Compactor  02 CAT,2024-12-31,CP 02,Compactor 02,Compactor,1088962.0289746283
6185,2024120731,61000043,MINYAK SOLAR,LTR,200,2024-12-02,2024-12-02,CPO RM S/L,u/ BBM- EXCAVATOR 24 CAT ,2024-12-31,Exca 24,Excavator 24,Excavator,2177924.057949257
6186,2024120730,61000043,MINYAK SOLAR,LTR,35,2024-12-02,2024-12-02,CPO RM S/L,u/ BBM- Mobil KB 8890 VA Hilux,2024-12-31,KB 8890 VA,Mobil KB 8890 VA,Mobil,381136.71014112
6187,2024120729,61000043,MINYAK SOLAR,LTR,170,2024-12-02,2024-12-02,CPO RM S/L,u/ BBM- Motor Greader 06 CAT,2024-12-31,MG 06,Motor Greader 06,Motor Greader,1851235.4492568683
6188,2024120728,61000043,MINYAK SOLAR,LTR,30,2024-12-02,2024-12-02,CPO RM S/L,U/ BBM-Mobil KB 8477 VB,2024-12-31,KB 8477 VB,Mobil KB 8477 VB,Mobil,326688.6086923885
6189,2024120727,61000043,MINYAK SOLAR,LTR,70,2024-12-02,2024-12-02,CPO RM S/L,u/ BBM- Mobil KB 8638 VA Hilux,2024-12-31,KB 8638 VA,Mobil KB 8638 VA,Mobil,762273.4202822399
6190,2024120726,61000043,MINYAK SOLAR,LTR,66,2024-12-02,2024-12-02,CPO RM S/L,U/ BBM-Mobil Hilux KB 8476 VB,2024-12-31,KB 8476 VB,Mobil KB 8476 VB,Mobil,718714.9391232547
6191,2024120725,61000043,MINYAK SOLAR,LTR,50,2024-12-02,2024-12-02,CPO RM S/L,u/ BBM- Mobil KB 8417 VA Hilux,2024-12-31,KB 8417 VA,Mobil KB 8417 VA,Mobil,544481.0144873143
6192,2024120724,61000043,MINYAK SOLAR,LTR,29,2024-12-02,2024-12-02,CPO RM S/L,u/ BBM- Mobil KB 8234 VA Hilux,2024-12-31,KB 8234 VA,Mobil KB 8234 VA,Mobil,315798.98840264225
6193,2024120723,61000043,MINYAK SOLAR,LTR,25,2024-12-02,2024-12-02,CPO RM S/L,U/ BBM -DT 56 VL KB 8156 VB,2024-12-31,CV. VL,CV. Valfer Lestari,Lain - Lain,272240.50724365714
6194,2024120722,61000043,MINYAK SOLAR,LTR,80,2024-12-02,2024-12-02,CPO RM S/L,U/BBM-BECKHOE LOADER 02 PKS CA,2024-12-31,BL 02,Backho Loader 02,Backho Loader,871169.6231797028
6195,2024120721,61000043,MINYAK SOLAR,LTR,72,2024-12-01,2024-12-01,CPO RM S/L,u/ BBM -DT 44 KB 8416 VB Mitsu,2024-12-31,DT 44,Dump Truck 44,Dump Truck,784052.6608617324
6196,2024120720,61000043,MINYAK SOLAR,LTR,61,2024-12-01,2024-12-01,CPO RM S/L,u/ BBM- DT 22 KB 8049 VA Cante,2024-12-31,DT 22,Dump Truck 22,Dump Truck,664266.8376745234
6197,2024120719,61000043,MINYAK SOLAR,LTR,100,2024-12-01,2024-12-01,CPO RM S/L,U/BBM-WHEEL LOADER-01 PKS CAT,2024-12-31,WL 01,Wheel Loader 01,Wheel Loader,1088962.0289746283
6198,2024124228,61000043,MINYAK SOLAR,LTR,100,2024-12-31,2024-12-31,EMR Warehouse,Solar- Crauler 07,2024-12-31,CL 07,Crawler 07,Crawler,1083390.0284257547
6199,2024124225,61000043,MINYAK SOLAR,LTR,165,2024-12-31,2024-12-31,EMR Warehouse,Solar- Excavator 22,2024-12-31,Exca 22,Excavator Mini 22,Excavator Mini,1787593.5469024952
6200,2024124224,61000043,MINYAK SOLAR,LTR,100,2024-12-31,2024-12-31,EMR Warehouse,Solar- Excavator 06,2024-12-31,Exca 06,Excavator 06,Excavator,1083390.0284257547
6201,2024124223,61000043,MINYAK SOLAR,LTR,80,2024-12-31,2024-12-31,EMR Warehouse,Solar- Tractor 04,2024-12-31,WT 04,Wheel Tractor 04,Wheel Tractor,866712.0227406037
6202,2024124222,61000043,MINYAK SOLAR,LTR,80,2024-12-31,2024-12-31,EMR Warehouse,Solar- Tractor 12,2024-12-31,WT 12,Wheel Tractor 12,Wheel Tractor,866712.0227406037
6203,2024124220,61000043,MINYAK SOLAR,LTR,165,2024-12-31,2024-12-31,EMR Warehouse,Solar- Excavator 20,2024-12-31,Exca 20,Excavator Mini 20,Excavator Mini,1787593.5469024952
6204,2024124219,61000043,MINYAK SOLAR,LTR,72,2024-12-31,2024-12-31,EMR Warehouse,Solar- Tractor 17,2024-12-31,WT 17,Wheel Tractor 17,Wheel Tractor,780040.8204665433
6205,2024124217,61000043,MINYAK SOLAR,LTR,100,2024-12-31,2024-12-31,EMR Warehouse,Solar- Excavator 15,2024-12-31,Exca 15,Excavator Mini 15,Excavator Mini,1083390.0284257547
6206,2024124206,61000043,MINYAK SOLAR,LTR,80,2024-12-31,2024-12-31,EMR Warehouse,Solar- Mobil DT 25 KB 8312 VB,2024-12-31,DT 25,Dump Truck 25,Dump Truck,866712.0227406037
6207,2024124205,61000043,MINYAK SOLAR,LTR,74,2024-12-31,2024-12-31,EMR Warehouse,Solar- Genset 20- GSE II,2024-12-31,Genset 20,Genset 10 KVA Div 2a Timur,Genset,801708.6210350584
6208,2024124203,61000043,MINYAK SOLAR,LTR,70,2024-12-31,2024-12-31,EMR Warehouse,Solar- Excavator 20,2024-12-31,Exca 20,Excavator Mini 20,Excavator Mini,758373.0198980282
6209,2024124202,61000043,MINYAK SOLAR,LTR,96,2024-12-31,2024-12-31,EMR Warehouse,Solar- Backhoe Loader 07,2024-12-31,BL 07,Backho Loader 07,Backho Loader,1040054.4272887243
6210,2024124201,61000043,MINYAK SOLAR,LTR,76,2024-12-31,2024-12-31,EMR Warehouse,Solar- DT 08 KB 8439 VA,2024-12-31,DT 08,Dump Truck 08,Dump Truck,823376.4216035735
6211,2024124200,61000043,MINYAK SOLAR,LTR,114,2024-12-31,2024-12-31,EMR Warehouse,Solar- Genset 03 - EMR,2024-12-31,Genset 03,Genset 35 KVA Div 1 Timur,Genset,1235064.6324053602
6212,2024124199,61000043,MINYAK SOLAR,LTR,119,2024-12-31,2024-12-31,EMR Warehouse,Solar- Genset 10 - GME I,2024-12-31,Genset 10,Genset 25 KVA G10 Staff,Genset,1289234.133826648
6213,2024124198,61000043,MINYAK SOLAR,LTR,100,2024-12-31,2024-12-31,EMR Warehouse,Solar- Excavator 06,2024-12-31,Exca 06,Excavator 06,Excavator,1083390.0284257547
6214,2024124197,61000043,MINYAK SOLAR,LTR,62,2024-12-30,2024-12-30,EMR Warehouse,Solar- Genset 21,2024-12-31,Genset 21,Genset 10 KVA Div 2b Timur,Genset,671701.8176239679
6215,2024124196,61000043,MINYAK SOLAR,LTR,55,2024-12-30,2024-12-30,EMR Warehouse,Solar- Tractor 07,2024-12-31,WT 07,Wheel Tractor 07,Wheel Tractor,595864.515634165
6216,2024124195,61000043,MINYAK SOLAR,LTR,33,2024-12-30,2024-12-30,EMR Warehouse,Solar- DT 26 KB 8319 VB,2024-12-31,DT 26,Dump Truck 26,Dump Truck,357518.709380499
6217,2024124194,61000043,MINYAK SOLAR,LTR,35,2024-12-30,2024-12-30,EMR Warehouse,Solar- Mobil KB 239 XX (G32),2024-12-31,KB 8475 VB,Mobil KB 8475 VB,Mobil,379186.5099490141
6218,2024124193,61000043,MINYAK SOLAR,LTR,36,2024-12-30,2024-12-30,EMR Warehouse,Solar- DT 26 KB 8319 VB,2024-12-31,DT 26,Dump Truck 26,Dump Truck,390020.41023327166
6219,2024124192,61000043,MINYAK SOLAR,LTR,74,2024-12-30,2024-12-30,EMR Warehouse,Solar- Tractor 21,2024-12-31,WT 21,Wheel Tractor 21,Wheel Tractor,801708.6210350584
6220,2024124191,61000043,MINYAK SOLAR,LTR,70,2024-12-30,2024-12-30,EMR Warehouse,Solar- DT 11 Mobil KB 8442 VA,2024-12-31,DT 11,Dump Truck 11,Dump Truck,758373.0198980282
6221,2024124190,61000043,MINYAK SOLAR,LTR,27,2024-12-30,2024-12-30,EMR Warehouse,Solar- DT 18 KB 8664 VA,2024-12-31,DT 18,Dump Truck 18,Dump Truck,292515.3076749538
6222,2024124189,61000043,MINYAK SOLAR,LTR,62,2024-12-30,2024-12-30,EMR Warehouse,Solar- DT 18 KB 8664 VA,2024-12-31,DT 18,Dump Truck 18,Dump Truck,671701.8176239679
6223,2024124188,61000043,MINYAK SOLAR,LTR,55,2024-12-30,2024-12-30,EMR Warehouse,Solar- Mobil KB 8892 VA ( G13 ,2024-12-31,KB 8892 VA,Mobil KB 8892 VA,Mobil,595864.515634165
6224,2024124187,61000043,MINYAK SOLAR,LTR,88,2024-12-30,2024-12-30,EMR Warehouse,Solar- Backhoe Loader 07,2024-12-31,BL 07,Backho Loader 07,Backho Loader,953383.225014664
6225,2024124186,61000043,MINYAK SOLAR,LTR,55,2024-12-30,2024-12-30,EMR Warehouse,Solar- Tractor 07,2024-12-31,WT 07,Wheel Tractor 07,Wheel Tractor,595864.515634165
6226,2024124185,61000043,MINYAK SOLAR,LTR,47,2024-12-28,2024-12-28,EMR Warehouse,Solar- DT 26 KB 8319 VB,2024-12-31,DT 26,Dump Truck 26,Dump Truck,509193.3133601047
6227,2024124184,61000043,MINYAK SOLAR,LTR,80,2024-12-28,2024-12-28,EMR Warehouse,Solar- Tractor 04,2024-12-31,WT 04,Wheel Tractor 04,Wheel Tractor,866712.0227406037
6228,2024124183,61000043,MINYAK SOLAR,LTR,80,2024-12-28,2024-12-28,EMR Warehouse,Solar- Tractor 12,2024-12-31,WT 12,Wheel Tractor 12,Wheel Tractor,866712.0227406037
6229,2024124182,61000043,MINYAK SOLAR,LTR,165,2024-12-28,2024-12-28,EMR Warehouse,Solar- Excavator 15,2024-12-31,Exca 15,Excavator Mini 15,Excavator Mini,1787593.5469024952
6230,2024124181,61000043,MINYAK SOLAR,LTR,95,2024-12-28,2024-12-28,EMR Warehouse,Solar- Tractor 09,2024-12-31,WT 09,Wheel Tractor 09,Wheel Tractor,1029220.5270044669
6231,2024124180,61000043,MINYAK SOLAR,LTR,80,2024-12-28,2024-12-28,EMR Warehouse,Solar- DT 08 KB 8439 VA,2024-12-31,DT 08,Dump Truck 08,Dump Truck,866712.0227406037
6232,2024124179,61000043,MINYAK SOLAR,LTR,72,2024-12-28,2024-12-28,EMR Warehouse,Solar- Tractor 17,2024-12-31,WT 17,Wheel Tractor 17,Wheel Tractor,780040.8204665433
6233,2024124178,61000043,MINYAK SOLAR,LTR,100,2024-12-28,2024-12-28,EMR Warehouse,Solar- Excavator 06,2024-12-31,Exca 06,Excavator 06,Excavator,1083390.0284257547
6234,2024124177,61000043,MINYAK SOLAR,LTR,35,2024-12-26,2024-12-26,EMR Warehouse,Solar- Mobil DT 25 KB 8312 VB,2024-12-31,DT 25,Dump Truck 25,Dump Truck,379186.5099490141
6235,2024124176,61000043,MINYAK SOLAR,LTR,162,2024-12-26,2024-12-26,EMR Warehouse,Solar- Genset 10 - GME I,2024-12-31,Genset 10,Genset 25 KVA G10 Staff,Genset,1755091.8460497223
6236,2024124175,61000043,MINYAK SOLAR,LTR,156,2024-12-26,2024-12-26,EMR Warehouse,Solar- Genset 03 - EMR,2024-12-31,Genset 03,Genset 35 KVA Div 1 Timur,Genset,1690088.4443441771
6237,2024124174,61000043,MINYAK SOLAR,LTR,35,2024-12-26,2024-12-26,EMR Warehouse,Solar- Mobil KB 239 XX (G32),2024-12-31,KB 8475 VB,Mobil KB 8475 VB,Mobil,379186.5099490141
6238,2024124173,61000043,MINYAK SOLAR,LTR,49,2024-12-26,2024-12-26,EMR Warehouse,Solar- DT 26 KB 8319 VB,2024-12-31,DT 26,Dump Truck 26,Dump Truck,530861.1139286198
6239,2024124172,61000043,MINYAK SOLAR,LTR,70,2024-12-26,2024-12-26,EMR Warehouse,Solar- Tractor 07,2024-12-31,WT 07,Wheel Tractor 07,Wheel Tractor,758373.0198980282
6240,2024122764,61000043,MINYAK SOLAR,LTR,74,2024-12-23,2024-12-23,EMR Warehouse,Solar- Genset 20- GSE II,2024-12-31,Genset 20,Genset 10 KVA Div 2a Timur,Genset,801708.6210350584
6241,2024122762,61000043,MINYAK SOLAR,LTR,80,2024-12-23,2024-12-23,EMR Warehouse,Solar- Tractor 12,2024-12-31,WT 12,Wheel Tractor 12,Wheel Tractor,866712.0227406037
6242,2024122761,61000043,MINYAK SOLAR,LTR,75,2024-12-23,2024-12-23,EMR Warehouse,Solar- Mobil DT 25 KB 8312 VB,2024-12-31,DT 25,Dump Truck 25,Dump Truck,812542.521319316
6243,2024122759,61000043,MINYAK SOLAR,LTR,72,2024-12-23,2024-12-23,EMR Warehouse,Solar- Backhoe Loader 07,2024-12-31,BL 07,Backho Loader 07,Backho Loader,780040.8204665433
6244,2024122758,61000043,MINYAK SOLAR,LTR,51,2024-12-23,2024-12-23,EMR Warehouse,Solar- DT 18 KB 8664 VA,2024-12-31,DT 18,Dump Truck 18,Dump Truck,552528.9144971349
6245,2024122756,61000043,MINYAK SOLAR,LTR,31,2024-12-23,2024-12-23,EMR Warehouse,Solar- DT 26 KB 8319 VB,2024-12-31,DT 26,Dump Truck 26,Dump Truck,335850.90881198394
6246,2024122755,61000043,MINYAK SOLAR,LTR,117,2024-12-23,2024-12-23,EMR Warehouse,Solar- Genset 03 - EMR,2024-12-31,Genset 03,Genset 35 KVA Div 1 Timur,Genset,1267566.333258133
6247,2024122753,61000043,MINYAK SOLAR,LTR,115,2024-12-23,2024-12-23,EMR Warehouse,Solar- Tractor 09,2024-12-31,WT 09,Wheel Tractor 09,Wheel Tractor,1245898.532689618
6248,2024122752,61000043,MINYAK SOLAR,LTR,122,2024-12-23,2024-12-23,EMR Warehouse,Solar- Genset 10 - GME I,2024-12-31,Genset 10,Genset 25 KVA G10 Staff,Genset,1321735.8346794206
6249,2024122750,61000043,MINYAK SOLAR,LTR,67,2024-12-23,2024-12-23,EMR Warehouse,Solar- DT 08 KB 8439 VA,2024-12-31,DT 08,Dump Truck 08,Dump Truck,725871.3190452557
6250,2024122748,61000043,MINYAK SOLAR,LTR,42,2024-12-21,2024-12-21,EMR Warehouse,Solar- Mobil KB 239 XX (G32),2024-12-31,KB 8475 VB,Mobil KB 8475 VB,Mobil,455023.811938817
6251,2024122746,61000043,MINYAK SOLAR,LTR,34,2024-12-21,2024-12-21,EMR Warehouse,Solar- Mobil KB 8892 VA ( G13 ,2024-12-31,KB 8892 VA,Mobil KB 8892 VA,Mobil,368352.6096647566
6252,2024122745,61000043,MINYAK SOLAR,LTR,80,2024-12-21,2024-12-21,EMR Warehouse,Solar- Excavator 06,2024-12-31,Exca 06,Excavator 06,Excavator,866712.0227406037
6253,2024122744,61000043,MINYAK SOLAR,LTR,120,2024-12-21,2024-12-21,EMR Warehouse,Solar- Backhoe Loader 07,2024-12-31,BL 07,Backho Loader 07,Backho Loader,1300068.0341109056
6254,2024122743,61000043,MINYAK SOLAR,LTR,130,2024-12-21,2024-12-21,EMR Warehouse,Solar- Tractor 04,2024-12-31,WT 04,Wheel Tractor 04,Wheel Tractor,1408407.0369534811
6255,2024122742,61000043,MINYAK SOLAR,LTR,40,2024-12-21,2024-12-21,EMR Warehouse,Solar- Tractor 07,2024-12-31,WT 07,Wheel Tractor 07,Wheel Tractor,433356.0113703018
6256,2024122741,61000043,MINYAK SOLAR,LTR,64,2024-12-21,2024-12-21,EMR Warehouse,Solar- Tractor 21,2024-12-31,WT 21,Wheel Tractor 21,Wheel Tractor,693369.618192483
6257,2024122740,61000043,MINYAK SOLAR,LTR,77,2024-12-21,2024-12-21,EMR Warehouse,Solar- DT 26 KB 8319 VB,2024-12-31,DT 26,Dump Truck 26,Dump Truck,834210.3218878311
6258,2024122739,61000043,MINYAK SOLAR,LTR,43,2024-12-21,2024-12-21,EMR Warehouse,Solar- DT 08 KB 8439 VA,2024-12-31,DT 08,Dump Truck 08,Dump Truck,465857.7122230745
6259,2024122738,61000043,MINYAK SOLAR,LTR,67,2024-12-20,2024-12-20,EMR Warehouse,Solar- Mobil DT 25 KB 8312 VB,2024-12-31,DT 25,Dump Truck 25,Dump Truck,725871.3190452557
6260,2024122737,61000043,MINYAK SOLAR,LTR,55,2024-12-20,2024-12-20,EMR Warehouse,Solar- Tractor 07,2024-12-31,WT 07,Wheel Tractor 07,Wheel Tractor,595864.515634165
6261,2024122736,61000043,MINYAK SOLAR,LTR,165,2024-12-20,2024-12-20,EMR Warehouse,Solar- Excavator 22,2024-12-31,Exca 22,Excavator Mini 22,Excavator Mini,1787593.5469024952
6262,2024122735,61000043,MINYAK SOLAR,LTR,100,2024-12-20,2024-12-20,EMR Warehouse,Solar- Crauler 07,2024-12-31,CL 07,Crawler 07,Crawler,1083390.0284257547
6263,2024122734,61000043,MINYAK SOLAR,LTR,100,2024-12-20,2024-12-20,EMR Warehouse,Solar- Excavator 06,2024-12-31,Exca 06,Excavator 06,Excavator,1083390.0284257547
6264,2024122733,61000043,MINYAK SOLAR,LTR,78,2024-12-20,2024-12-20,EMR Warehouse,Solar- DT 08 KB 8439 VA,2024-12-31,DT 08,Dump Truck 08,Dump Truck,845044.2221720886
6265,2024122732,61000043,MINYAK SOLAR,LTR,56,2024-12-19,2024-12-19,EMR Warehouse,Solar- Mobil KB 8892 VA ( G13 ,2024-12-31,KB 8892 VA,Mobil KB 8892 VA,Mobil,606698.4159184226
6266,2024122731,61000043,MINYAK SOLAR,LTR,85,2024-12-19,2024-12-19,EMR Warehouse,Solar- Backhoe Loader 07,2024-12-31,BL 07,Backho Loader 07,Backho Loader,920881.5241618914
6267,2024122730,61000043,MINYAK SOLAR,LTR,67,2024-12-19,2024-12-19,EMR Warehouse,Solar- Tractor 21,2024-12-31,WT 21,Wheel Tractor 21,Wheel Tractor,725871.3190452557
6268,2024122729,61000043,MINYAK SOLAR,LTR,43,2024-12-19,2024-12-19,EMR Warehouse,Solar- DT 26 KB 8319 VB,2024-12-31,DT 26,Dump Truck 26,Dump Truck,465857.7122230745
6269,2024122728,61000043,MINYAK SOLAR,LTR,150,2024-12-19,2024-12-19,EMR Warehouse,Solar- Crauler 05,2024-12-31,CL 05,Crawler 05,Crawler,1625085.042638632
6270,2024122727,61000043,MINYAK SOLAR,LTR,150,2024-12-19,2024-12-19,EMR Warehouse,Solar- Excavator 20,2024-12-31,Exca 20,Excavator Mini 20,Excavator Mini,1625085.042638632
6271,2024122726,61000043,MINYAK SOLAR,LTR,150,2024-12-19,2024-12-19,EMR Warehouse,Solar- Motor Greader 05,2024-12-31,MG 05,Motor Greader 05,Motor Greader,1625085.042638632
6272,2024122724,61000043,MINYAK SOLAR,LTR,165,2024-12-19,2024-12-19,EMR Warehouse,Solar- Excavator 15,2024-12-31,Exca 15,Excavator Mini 15,Excavator Mini,1787593.5469024952
6273,2024122722,61000043,MINYAK SOLAR,LTR,80,2024-12-19,2024-12-19,EMR Warehouse,Solar- Excavator 06,2024-12-31,Exca 06,Excavator 06,Excavator,866712.0227406037
